file,..\../include\qs_pkg.hpp,halstead_difficulty,49.693,
file,..\../include\qs_pkg.hpp,halstead_effort,318899.819,
file,..\../include\qs_pkg.hpp,halstead_length,911,
file,..\../include\qs_pkg.hpp,halstead_level,0.020,
file,..\../include\qs_pkg.hpp,halstead_time,17716.657,
file,..\../include\qs_pkg.hpp,halstead_vocabulary,132,
file,..\../include\qs_pkg.hpp,halstead_volume,6417.443,
file,..\../include\qs_pkg.hpp,num_code_lines,149,
file,..\../include\qs_pkg.hpp,num_comment_lines,120,
file,..\../include\qs_pkg.hpp,num_empty_lines,40,
file,..\../include\qs_pkg.hpp,num_include_directives,0,
file,..\../include\qs_pkg.hpp,num_lines,290,
file,..\../include\qstamp.hpp,halstead_bugs,0.031,
file,..\../include\qstamp.hpp,halstead_difficulty,3.889,
file,..\../include\qstamp.hpp,halstead_effort,357.778,
file,..\../include\qstamp.hpp,halstead_length,23,
file,..\../include\qstamp.hpp,halstead_level,0.257,
file,..\../include\qstamp.hpp,halstead_time,19.877,
file,..\../include\qstamp.hpp,halstead_vocabulary,16,
file,..\../include\qstamp.hpp,halstead_volume,92,
file,..\../include\qstamp.hpp,num_code_lines,7,
file,..\../include\qstamp.hpp,num_comment_lines,31,
file,..\../include\qstamp.hpp,num_empty_lines,5,
file,..\../include\qstamp.hpp,num_include_directives,0,
file,..\../include\qstamp.hpp,num_lines,41,
file,..\../include\qassert.h,halstead_bugs,0.690,
file,..\../include\qassert.h,halstead_difficulty,37.774,
file,..\../include\qassert.h,halstead_effort,78185.263,
file,..\../include\qassert.h,halstead_length,349,
file,..\../include\qassert.h,halstead_level,0.026,
file,..\../include\qassert.h,halstead_time,4343.626,
file,..\../include\qassert.h,halstead_vocabulary,61,
file,..\../include\qassert.h,halstead_volume,2069.827,
file,..\../include\qassert.h,num_code_lines,51,
file,..\../include\qassert.h,num_comment_lines,233,
file,..\../include\qassert.h,num_empty_lines,31,
file,..\../include\qassert.h,num_include_directives,0,
file,..\../include\qassert.h,num_lines,309,
file,..\..\src\qs\qs_64bit.cpp,halstead_bugs,0.391,
file,..\..\src\qs\qs_64bit.cpp,halstead_difficulty,31.091,
file,..\..\src\qs\qs_64bit.cpp,halstead_effort,36506.698,
file,..\..\src\qs\qs_64bit.cpp,halstead_length,207,
file,..\..\src\qs\qs_64bit.cpp,halstead_level,0.032,
file,..\..\src\qs\qs_64bit.cpp,halstead_time,2028.150,
file,..\..\src\qs\qs_64bit.cpp,halstead_vocabulary,51,
file,..\..\src\qs\qs_64bit.cpp,halstead_volume,1174.192,
file,..\..\src\qs\qs_64bit.cpp,num_code_lines,34,
file,..\..\src\qs\qs_64bit.cpp,num_comment_lines,48,
file,..\..\src\qs\qs_64bit.cpp,num_empty_lines,10,
file,..\..\src\qs\qs_64bit.cpp,num_include_directives,2,
file,..\..\src\qs\qs_64bit.cpp,num_lines,81,
file,..\..\src\qs\qs_fp.cpp,halstead_bugs,0.679,
file,..\..\src\qs\qs_fp.cpp,halstead_difficulty,40.260,
